stage,index,year,version,page,paragraph,2500Bott,singlebott,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transcational,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,transactional,bott_list
0.0,240,2013,June-July-2013,36,"You can save yourself a lot of work if you can get a meeting with the main client, well in advance, to discuss staging and presentation style. With all the handlers, you get a lot of filtered information and waste a lot of time getting through the layers. Having been in the AV and live event business for more than 20 years, I’ve worked with thousands of people, including C-suite executives, government officials, doctors, lawyers, middle managers, frontline staff, motivation speakers, techies, artists, musicians, actors, and the like. Through all these interactions, I’ve come to learn that the most important piece of the puzzle is direct communication with the presenter.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
0.0,300,2013,June-July-2013,48,"“The Copyright Alert System pertains to peerto-peer file sharing, such as ‘BitTorrents,’ not to ‘cyber lockers’ that host illegal content and provide links from which it can be streamed,” says Howard Gantman, vice president of global strategic communications for the Motion Picture Association of America, Inc. (MPAA), in Washington, D.C. The MPAA has been actively involved in a variety of anti-piracy efforts on behalf of its members including Walt Disney Studios Motion Pictures; Paramount Pictures Corp.; Sony Pictures Entertainment, Inc.; Twentieth Century Fox Film Corp.; Universal City Studios, LLC; and Warner Bros. Entertainment, Inc.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0
0.0,320,2013,June-July-2013,50,"“There’ll always be a certain number of people watching pirated material who basically can’t afford to buy it. So even if people reduce piracy down to zero, they will not achieve 100% conversion to paying customers,” Lewinton says. “We can provide conversion factors and benchmarks that help measure the value of that recovered audience to the rightful owners.”",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
0.0,380,2013,June-July-2013,58,"Note that you can run ProMedia Carbon on the 5200 Application server and access it via the same Xpress interface illustrated previously. To compare encoding performance on the same platform, I encoded my 93-second 720p test file into a 6Mpbs 720p H.264 file with Xpress and Carbon. Xpress produced the file in 50 seconds, while Carbon produced it in 186 seconds, which is close to four times as long. Irrespective of the platform, Xpress is much, much faster than Carbon. ",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,400,2013,June-July-2013,60,"It will be some years before commercial HEVC encoders can deliver compression gains that justify disruptive investments in the technology. Until then, cutting-edge AVC encoders and technologies such as switched digital video offer more cost-effective ways for better bandwidth use.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,440,2013,June-July-2013,66,"Mix of multiplexed and non-multiplexed video and audio tracks—Provide for dynamic bandwidth adaptation, support for multiple audio options such as language selection and surround sound, bandwidth efficiency (sending only the requested tracks), and reduced production, storage, maintenance, and delivery costs.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,500,2013,June-July-2013,74,"HE-AAC Multichannel is the only native surround audio codec in Android and enables the playback of high-quality 5.1 surround content on Android 4.1 phones and tablets connected via HDMI to a home theater system. In combination with adaptive HTTP streaming technologies such as MPEG-DASH, Android devices become true delivery platforms that allow service providers to offer their content using the most efficient, highest-quality MPEG standards available today. HE-AAC’s ability to dynamically adapt audio bitrates to changing network conditions makes it the ideal solution for adaptive streaming environments. ",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,520,2013,June-July-2013,77,"A Content Publisher’s Dream The widespread support for the latest HTML5 extensions in browsers may be the single most important driver of DASH adoption.  Content publishers will be able to delivery DASH content and control the user experience with the delivery of each web page and without any need for proprietary binary plugins or apps that have to be compiled, tested, and installed on each device. It is becoming impractical to build installed apps for every new device to achieve “video everywhere.” For example, a well-known commercial video service claims to be supporting more than 400 different players in production. The prospect of “write once” and “encode once” makes DASH in a web page a content publisher’s dream come true.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,540,2013,June-July-2013,79,"•  Learn what you need to know to make  streaming work–from content capture and creation to distribution and management •  Get in-depth training on online video  technology and applications in intensive preconference seminars •  Learn about the new business and  distribution models for online video •  Gain access to the Exhibit Hall featuring  major streaming and online video vendors •  Network with your colleagues, peers,  and experts in online video",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0
0.0,600,2013,June-July-2013,88,This “desperate alliance” of sorts must be on a scale so much bigger than UltraViolet that it will compel broadcasters to come along for the ride.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,40,2013,October-November-2013,10,"Video professionals working in schools or learning organizations are educators. When we embrace this role and sharpen these skills, we help our organizations create better students and employees. Importantly, we then take charge of our professional development to enhance our own careers.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
0.0,160,2013,October-November-2013,30,"That said, 40% of respondents still believe in the advertising-supported model, with about the same proportion agreeing it will still be most successful in 5 years. Looking at what drives the business of OTT, nearly half of industry executives (49%) think it will attract interest in programming lineups, bringing in new subscribers, while 38% think OTT will increase profitability. A third of respondents say OTT will help retain existing subscribers, and a third say it will enhance a business’s competitive profile.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0
0.0,200,2013,October-November-2013,36,"Live Streaming Delivery Network When choosing a CDN to stream across multiple devices, broadcasters must consider a variety of factors, including the geographic reach of the network, its bandwidth capacity, and the availability of critical services like adaptive bitrate delivery, HLS, and transcoding. Tulix Systems operates its own CDN that is optimized specifically for live streaming. By using route-optimization technology from Internap and Noction, it ensures that content is delivered to the tier 1 network with the best connection to the end user. With Tulix’s Unistream platform, setting up a live stream is possible within a matter of minutes.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,320,2013,October-November-2013,54,"The reason Keiser uses video SEO to promote the golf college is that in golf, there are a lot of videos—such as instructional videos. The administration realized that videos are valuable assets that can be used to inform potential students about what Keiser has to offer, says Zagnoni. That video effort “has been very successful,” he added.",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
0.0,340,2013,October-November-2013,58,"In addition, it is a mistake to ignore mobile devices, because a large portion of online videos are consumed on mobile devices, Aders says. Producers need to ensure the video is launched in a mobile-friendly format so the mobile audience is not locked out, he says.",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0
1.0,360,2013,October-November-2013,62,"Because of the growth in online educational video, autodidacts can surf iTunes and YouTube for thousands of free course lectures uploaded by top colleges and universities. But don’t expect any quizzes, grades, or feedback from the instructor. ",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0
0.0,380,2013,October-November-2013,66,"Cook has observed that in some cases students are translating video captions into other languages themselves and are sharing the translations with other students. “That’s kind of revolutionary,” she says.  “We don’t have the resources to do that translation.”",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,440,2013,October-November-2013,78,"Still here? Okay, great. As you suspected by now, this is a review of Elemental Cloud. By design, Elemental Cloud uses the same interface and application as Elemental’s appliance-based encoders. I reviewed the Elemental Server appliance previously (bit.ly/Ozer_elemental), and everything I wrote about the interface applies equally to Elemental Cloud. If you’re encoding with Elemental hardware, you can deploy the same presets and control the consolidated operation of the appliance and cloud from the same interface and/or API, which is an advantage no other cloud offering can match.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0
0.0,460,2013,October-November-2013,81,"If the adaptive files are derived from the encodings in the File Group, no additional encoding is performed; basically, the outputs are transmuxed from the original source files, which is fast and not taxing for the CPU. If the encoding parameters for the adaptive groups vary from the File Group, they are, of course, encoded separately.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,520,2013,October-November-2013,93,DVEO Elemental Technologies The Streaming industry has seen a lot of changes in the past couple of years with the greater adoption of IPTV / OTT.It has created more choice of content for viewers and challenges for content providers.,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,540,2013,October-November-2013,94,"Our vision has always been focused on providing customers with an end-toend video solution that is easy to use and easy to deploy. Leveraging a series of strategic technology acquisitions, we have built a comprehensive portfolio helping customers simplify how they contribute, manage and distribute HD video content, whether it’s within an organization’s private network or delivered over the Internet. We are giving companies an easy way to get their video from any source, over any network, to any screen, on any device, with a hassle-free process so that they don’t have to stitch together disparate solutions from multiple vendors.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,620,2013,October-November-2013,101,"As video becomes more and more prevalent in everyone’s lives, both professionally and personally, as the demand for quality becomes greater and as video apps quickly take over the market, Sorenson Media’s unique video encoding and transcoding expertise only becomes more critical.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,700,2013,October-November-2013,110,Streaming Media West features sessions covering the following topics: l Instagram vs. Vine: Hands On With Social Video Apps l  Online Distribution and Monetization Strategies  for the TV Industry l  Understanding the Significance of HEVC/H.265 l  YouTube Strategy for Brands l  Using Google Glass to Capture and Publish Videos l  The State of Over-The-Top Video  and TV Everywhere Rollouts l  MPEG-DASH: Commercial Deployments  and Outlook Towards HEVC and 4K l  OTT Services and Their Effect on the Bundled TV Model l  Using Cloud-Based Video Services for the Enterprise l  Best Practices for Implementing  Accessible Video Captioning l  Matching Up Streaming Video Metrics  With Traditional TV Ad Buys l  Reinventing Education With Video l  Best Practices for Live Streaming l  Picking and Choosing a Video Management Solution l  Best Practices for Building an Enterprise Video Platform l  Overcoming the Challenge of  Getting Live Video to Android Device,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0
0.0,40,2014,April-2014,10,"How Can I Watch 4K? In order to watch content created at 4K resolution, you need to have a TV, computer monitor, or projector that will display 3840x2160 pixels or higher. While CES 2014 showed off a huge crop of displays that will be available later this year, current choices are limited. All the major manufacturers have either launched a line of 4K-compatible displays or plan to launch one by 2Q. While several lesser-known brands such as Seiki and TCL are selling sub-$1,000 TVs and monitors, be sure to read the fine print. Some of the less-expensive models are using the old HDMI 1.4 standard, which only will allow 4K resolution at 30Hz, causing some issues with high-movement content such as action movies and gaming. Most higher-end laptops and PCs purchased within the past 6 months offer output support for 4K over HDMI 2.0 or DisplayPort. Always check the specs to ensure you are getting true UHD quality.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0
0.0,60,2014,April-2014,12,"In addition, as you’ll read in Gear of the Year, I’m able to use an Apple TV to do double-duty for both encoding tests and later editing on a larger, hotel-room flat-panel TV. It’s not perfect, but it is good enough when the trade-off is waiting to start the editing process when I’m back in the office. The space savings in my bag even opens up the possibility of carrying a carbon-fiber monopod, great for stabilizing an iPhone, a DSLR, or even myself if I’m hiking into a remote area.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,200,2014,April-2014,37,"Also, much as you could shoot HD and deliver DV (as most of us did) at the very beginning of HD, you can shoot 4K and deliver HD. You can even crop, pan and scan, and zoom in post within the 4K footage and still deliver full HD. Then, in a few years, when 4K becomes more of an expectation, you will already have a catalog of 4K content.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,380,2014,April-2014,67,"Part of the problem has to do with skill sets, or the absence of them. Even though prevailing standards and specifications for internet video encoding are well known and widely embraced, there’s still a great deal of craftsmanship and knowledge  that goes into the art of encoding and transcoding, ranging from control of VBR ratios to the synchronization of frames. Creating multiple adaptive bitrate streaming renditions demands especially adroit handling of key frames – the establishing frames within a compression algorithm that provide color, luminance and other information for the pixels other frames  will borrow from. That’s true for relatively forgiving, low-bandwidth video files, and it’s especially true for 4K video, where proper transcoding is essential for getting densely compressed files to play as intended.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,400,2014,April-2014,68,"Adaptive bitrate streaming is a smart solution to the vexing problem of delivering large media files over the internet without demanding that users wait patiently for a one-size-fits-all file  to buffer. For popular video streaming services like MLB.com, HBO GO, and others, it’s a key to rising marketplace acceptance. And there’s more to come.  The development of Dynamic Adaptive Streaming over HTTP (MPEG-DASH) promises to further advance the craft by creating the first international standard for adaptive bitrate HTTP-based streaming.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
0.0,420,2014,April-2014,69,"DEVELOPMENT TEAM In 2012, a small team at Akamai began work on project to create a new breed of protocol, a hybrid of HTTP and UDP. Among its goals: to harness the power of UDP transport as a means to make 4K video move faster over the internet.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,440,2014,April-2014,70,"•    Major League Soccer. In November 2013, a Major League Soccer game was acquired with a RED Epic 4K camera and delivered to a Planar 4K TV using encoding at less than 20Mbps.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,500,2014,April-2014,76,"The figure below shows the workflow of the client side embedding and live cycle of the mark, starting with the content delivery of compressed and encrypted video to a subscriber’s set-top box (STB) (0). The STB, enabled with the watermarking solution, embeds invisible ID information in this content before it leaves the STB (1). This mark does not affect fair and legal consumer use of the content and is transparent during normal display and personal-use recording (2). However, if the content is illegally distributed, e.g. on a DVD or through P2P networks over the internet (3), the video can be identified either through targeted analysis of a distributed copy or by a piracy watch service that monitors publicly available video content (4). From these copies, the embedded device or transaction identification can be extracted (5) even if video quality is degraded by heavy compression or other alterations. The device information contained in the distributed copy can be mapped to an individual illegally distributing the content (6) and can be used to hold them accountable by either denying future service or by initiating a criminal investigation as the extraction process yields the device/transaction ID. The operator can then map this ID to the subscriber’s information (e.g. under a court order). ",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,580,2014,April-2014,86,"The VR-50HD is an all-in-one Audio/Video Mixer with output for web streaming and recording ideal for conferences, sporting events, news broadcasting or any live event. It integrates an audio mixer, video switcher, multi-viewer touchscreen and USB audio/ video streaming and recording device in a single unit. Video inputs can be 3G/HD/SD SDI, HDMI, RGB/component and composite making it the most versatile video switcher on the market for a live production or webcasting. The USB 2.0/3.0 output enables web streaming and recording by simply connecting to the USB port of a computer with output resolutions up to 1080p.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,100,2014,January-February-2014,18,"Do advertisers see value in advertising on multiple screens? Are smartphone and tablet viewers as important as TV viewers? Tran: Yes, advertisers are definitely starting to understand that capturing an NFL fan cannot only be done with one screen. It has to be done with multiple screens. So, instead of buying the users, they’re looking to buy across screens to capture that larger audience. ",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
0.0,120,2014,January-February-2014,22,"To enable even more precise targeting of playback capabilities, levels set maximums for parameters such as resolution and data rate within each profile. This is shown in Table 1, which shows the profiles and levels supported by all video-capable Apple devices. In the first column, you can see that the original iPod, through version 5g, could only play video encoded using the Baseline profile to Level 1.3, which meant 320x240 resolution at 30 fps at a maximum data rate of 768 kbps. In contrast, as with computers and OTT devices, the newest Apple devices can play pretty much any file you would care to throw at it. ",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,160,2014,January-February-2014,28,"Many of these devices are now being used to consume internal-facing video communications, requiring—at a minimum—the need for sandboxing of corporate content on an employee device. In addition, there are three primary streaming security factors to consider when using the cloud for streaming content: user authentication, asset security, and streaming security.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,180,2014,January-February-2014,31,"Ramp’s Wilde agrees with Khoo: “Be sure the video stream is encrypted from the CDN,” says Wilde. “Our company generates a unique one-time use URL for every stream request so the URL cannot be forwarded to anyone else.” ",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,220,2014,January-February-2014,34,"There’s no shortage of off-the-shelf (OTS) video players to deliver content online. Enter the term “video player” on the popular GitHub code repository site (github.com) and you’ll see more than 1,000 results. Despite this wide field of available players, it remains a challenge to find a video player that meets specific technical and business requirements. ",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,240,2014,January-February-2014,37,"For example, if you’re only offering promotional video content, or any type of video content that can be freely distributed (e.g., product support videos, informational content), you’re encoding all of your content with a single high-quality bitrate AVC/H.264 MP4 preset, and you’re hosting all of your content on a web server or Amazon AWS S3, you’ll likely have a wide range of OTS players to use. Every player discussed at the end of this article will work in this scenario.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1.0,260,2014,January-February-2014,40,"Why is the distinction between cloud or self-hosted player code important? The primary benefit to hosting all of the player files on your own site is that you can be assured that the player will work as expected after you’ve integrated the player and tested the site on your target browsers. However, if a new browser release or update suddenly breaks the player code, it’s beholden on you to grab any updates to the player source code and fix your site. Alternatively, if you employ a cloud-hosted player, you will benefit from any updates and revisions to the player, which will automatically be inherited in your implementation. It’s true as well that such revisions could potentially break any customizations you’ve made. Either way, you will want to keep abreast of any player changes announced by the OTS player vendor you’ve selected. ",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0
0.0,340,2014,January-February-2014,54,"In a live environment, the video streams are being encoded as and when the frames are ingested. Prediction of encoding parameters is required to efficiently encode such streams. Often these kind of streams are of sports events or live performances that require fast frame rates. Bitrates can fluctuate depending on the incoming frame characteristics. RiverSilica’s PIXABIT™ controls and regulates the bit rate of encoded streams. The psychovisual quality control module in PIXABIT™ spends bits by intelligently monitoring the texture of the video. Characteristics such as scene change, fade effect, dissolve effect, complete black frame, complete white frame, and normal frame are monitored. SAND™ computes the values for these parameters and passes them on to PIXABIT™ for modelling. PIXABIT™ applies stochastic processes on parameter distributions to predict the next frame parameters. Any variation in the actual parameters from predicted values is fed back into the PIXABIT™ module to fine tune the bitrate dynamically. In our labs, a fastmoving, 20-second “touchdown” video was encoded at 3Mbps and the bitrate of the output was measured every second. On an average, 2.972Mbps was achieved with a -0.93% variation (Figure 2). With such tight control over bitrate, PIXABIT™ is well-suited for live video transcoding environments where network bandwidth provisioning is of prime importance. Infrastructure providers can now plan to have to use less extra bandwidth to handle bitrate variations for live videos. Likewise, for consumers, constant bitrate will ensure that their data usage is predictable.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,380,2014,January-February-2014,62,"While past experience is no guarantee of future performance, there have been over 1 billion DivX software downloads to date, with over 4.5 million downloads of DivX 10 in one month after launch. HEVC has garnered considerable interest in the early adopter community; a feature that halves disk space requirements on DVRs, computers, tablets and smartphones helped generate enthusiasm for this update, which will result in considerable DivX HEVC content for playback.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,400,2014,January-February-2014,65,"MINIMIZE THE HEVC COMPATIBILITY RISK As with any new compression standard, there will be multiple suppliers of HEVC encoders and decoders embedded into systems, with no formal mechanism to enable playback compatibility among the various disparate systems. As a result, there will likely be many incompatibilities between HEVC-encoded content and HEVC software and hardware players, which viewers will appropriately find irritating if not infuriating.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,420,2014,January-February-2014,68,"Fortunately, an increasing amount of what people view today is pre-prepared content. In truth, with the exception of live sports events or news, traditional broadcast relies on large quantities of pre-prepared material, and VOD and “catch-up TV” operations are basically 100% pre-prepared. When repurposed for re-use on websites, some of these live use cases also transform into pre-prepared content. For example, a news broadcast will be cut up into its constituent stories before posting to the website, and sporting events may well be reduced to highlight packages. Freed of the constraints of live encoding, these use cases can take advantage of the advanced features of HEVC, use the full toolkit, and extract the maximum image quality (and revenue) from the source material.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,440,2014,January-February-2014,71,"1. Many manufacturers outsource development of their codecs to a third party that specializes in that technology. In fact, the majority of encoders rely on codecs created by a single vendor. While this approach can be cost-effective, it necessarily entails ceding control over development to a third party and accepting that the codec will be fundamentally similar to many competing products.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
0.0,460,2014,January-February-2014,73,"TIMING IS EVERYTHING Many users rely on timely video experiences.  Examples include the corporate presentation where the audience provides live feedback or asks questions; remote clinical collaboration in healthcare; remote manipulation of robots or unmanned vehicles; coordinated multisite events; telepresence-style interactive experiences; sporting events tied to wagering and gaming; or simply when you care that your live event is experienced by remote viewers in real time.  In such applications, latency rules, milliseconds matter, and jittery video with re-buffering is intolerable.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,40,2014,July-August-2014,6,Shooting 4K also gives you additional flexibility today. One reason I started shooting 1080 HD footage in the mid-2000s was the ability to reframe shots in post-production. As educators we often work under constraints that mean we don’t have the time to get the exact shot we want when we want it. ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0
0.0,80,2014,July-August-2014,14,"When Daniel started making more from his YouTube channel than his photography business, he quit and became a full-time YouTuber.He joined an MCN—Broadband TV—but isn’t motivated by sponsorships or branding deals. So far he’s content to work with YouTube ad revenue alone. For Daniel, running his channel like a business means the freedom to do work he enjoys in his own way.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.0
0.0,140,2014,July-August-2014,19,"“The biggest challenge for preparation is testing the internet in advance, making sure it’s dedicated so that attendees at the event don’t use all the bandwidth,” Haot says.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
0.0,160,2014,July-August-2014,21,"During the test, confirm the stream is working to all your end user devices, such as desktops, iPads, phones, set-top boxes, and any other planned distributions.",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0
0.0,200,2014,July-August-2014,28,"Scripps looked to Zencoder to transcode 50,000 files to HTTP Live Streaming format (HLS), which proved very efficient.“We originally thought the cloud would be a one-off operation, but it worked so well that we continued to use it for other burst operations and for certain normal production encodes,” Zebroski says.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
